subscription_id,consumer_id,frequency,start_date,tenure_days,box_value,price_sensitivity,still_active,churn_risk_score,churn_risk_tier
SUB-0077,CONS-0330,Biweekly,2023-06-17,14,559.66,0.887035825242929,False,69.6,High
SUB-0078,CONS-0009,Weekly,2023-04-05,87,387.76,0.3980831121249705,False,52.1,High
SUB-0079,CONS-0438,Biweekly,2023-03-23,100,290.8,0.5839261371227984,True,38.8,Medium
SUB-0080,CONS-0672,Weekly,2023-03-12,111,328.35,0.4114543436951423,True,49.5,Medium
SUB-0081,CONS-0331,Biweekly,2023-05-03,59,276.08,0.373706856319763,True,34.6,Medium
SUB-0082,CONS-0368,Weekly,2022-12-25,188,232.32,0.5475605239136319,False,42.3,Medium
SUB-0083,CONS-0436,Monthly,2023-03-30,93,443.46,0.6016328470105577,False,54.0,High
SUB-0084,CONS-0281,Weekly,2023-03-28,95,315.84,0.5023045286728934,True,46.4,Medium
SUB-0085,CONS-0022,Biweekly,2023-02-25,126,543.14,0.8915525575656444,True,67.8,High
SUB-0086,CONS-0359,Biweekly,2023-04-17,75,573.54,0.3031308675278851,True,41.1,Medium
SUB-0087,CONS-0651,Biweekly,2023-02-18,133,358.76,0.3335112704961236,True,28.9,Medium
SUB-0088,CONS-0366,Weekly,2023-06-07,24,365.58,0.5556539535592266,False,54.9,High
SUB-0089,CONS-0266,Biweekly,2023-01-10,172,200.13,0.396607451718352,True,32.6,Medium
SUB-0090,CONS-0379,Weekly,2023-05-02,60,481.54,0.306462728582653,True,56.4,High
SUB-0091,CONS-0161,Weekly,2023-02-18,133,540.63,0.2066145531243351,True,57.7,High
SUB-0092,CONS-0094,Monthly,2023-01-12,170,302.59,0.2528098166175938,True,37.0,Medium
SUB-0093,CONS-0506,Biweekly,2023-05-06,56,216.25,0.2932305397259707,True,30.4,Medium
SUB-0094,CONS-0351,Weekly,2023-04-10,82,201.59,0.4482981824366209,True,44.9,Medium
SUB-0095,CONS-0129,Weekly,2023-04-12,80,241.0,0.6845314595405304,False,49.2,Medium
SUB-0096,CONS-0717,Biweekly,2023-03-08,115,326.07,0.4776996879048977,False,32.6,Medium
SUB-0097,CONS-0198,Weekly,2023-02-03,148,462.85,0.2561726686401505,False,50.2,High
SUB-0098,CONS-0767,Biweekly,2023-06-03,28,430.95,0.2359866345625059,True,42.1,Medium
SUB-0099,CONS-0590,Weekly,2023-02-21,130,236.14,0.5766579393411477,True,49.7,Medium
SUB-0100,CONS-0468,Biweekly,2023-05-01,61,266.77,0.8364519659579275,True,46.5,Medium
SUB-0101,CONS-0511,Biweekly,2023-01-06,176,591.77,0.6886107204462094,False,67.0,High
SUB-0102,CONS-0154,Biweekly,2023-01-12,170,473.61,0.3667690570213071,False,34.3,Medium
SUB-0103,CONS-0785,Weekly,2023-02-28,123,492.58,0.4467532890959264,True,57.5,High
SUB-0104,CONS-0227,Weekly,2023-05-15,47,454.7,0.8662304708850229,True,69.4,High
SUB-0105,CONS-0323,Weekly,2022-12-22,191,204.45,0.935668464490262,False,49.2,Medium
SUB-0106,CONS-0549,Monthly,2023-04-22,70,393.31,0.1698028347911472,True,36.2,Medium
SUB-0107,CONS-0332,Weekly,2023-05-22,40,491.09,0.2630547491778333,False,57.3,High
SUB-0108,CONS-0485,Weekly,2023-01-17,165,242.99,0.2962639044095497,True,36.1,Medium
SUB-0109,CONS-0101,Weekly,2023-06-10,21,541.67,0.4875940036152131,True,63.6,High
SUB-0110,CONS-0782,Biweekly,2023-01-05,177,153.11,0.5509599972022319,True,24.7,Low
SUB-0111,CONS-0630,Weekly,2023-04-13,79,521.81,0.6338911741440788,True,64.4,High
SUB-0112,CONS-0120,Biweekly,2023-01-19,163,558.49,0.3112244519371396,True,54.9,High
SUB-0113,CONS-0375,Weekly,2023-06-05,26,291.13,0.6841222498817429,True,61.0,High
SUB-0114,CONS-0496,Monthly,2023-05-18,44,572.29,0.8499033840089698,False,72.5,High
SUB-0115,CONS-0636,Weekly,2023-06-18,13,598.02,0.7733455568919695,False,72.2,High
SUB-0116,CONS-0492,Weekly,2023-06-01,30,197.72,0.505446306824184,False,37.9,Medium
SUB-0117,CONS-0232,Weekly,2023-06-20,11,348.73,0.4805576645012185,False,54.5,High
SUB-0118,CONS-0326,Biweekly,2022-12-21,192,381.95,0.1711904776505225,False,36.1,Medium
SUB-0119,CONS-0105,Weekly,2023-05-26,36,554.39,0.6412263777368343,True,70.3,High
SUB-0120,CONS-0053,Weekly,2023-02-16,135,162.94,0.3596629376709782,False,37.4,Medium
SUB-0121,CONS-0302,Weekly,2023-02-20,131,342.23,0.473694977913521,True,51.8,High
SUB-0122,CONS-0364,Weekly,2023-06-05,26,334.9,0.34746826488565,False,43.0,Medium
SUB-0123,CONS-0085,Biweekly,2023-06-24,7,593.64,0.0940572999975984,True,49.9,Medium
SUB-0124,CONS-0360,Biweekly,2023-02-06,145,210.66,0.9420261022002436,True,45.1,Medium
SUB-0125,CONS-0183,Biweekly,2022-12-27,186,373.83,0.6884901022998804,True,51.3,High
SUB-0126,CONS-0305,Weekly,2023-03-10,113,181.56,0.7128539850941428,False,52.5,High
SUB-0127,CONS-0156,Weekly,2023-03-26,97,332.57,0.2875823872860805,True,45.4,Medium
SUB-0128,CONS-0793,Biweekly,2023-01-27,155,429.02,0.1065475608324178,True,36.5,Medium
SUB-0129,CONS-0470,Weekly,2023-04-26,66,175.94,0.3533205505258648,False,33.7,Medium
SUB-0130,CONS-0106,Biweekly,2023-05-05,57,560.31,0.3746061721161893,False,52.7,High
SUB-0131,CONS-0462,Biweekly,2023-03-26,97,407.73,0.5950835173099379,False,41.7,Medium
SUB-0132,CONS-0107,Biweekly,2023-06-23,8,489.65,0.6274652739816657,False,56.1,High
SUB-0133,CONS-0138,Biweekly,2023-05-14,48,558.0,0.0754646795533462,True,33.3,Medium
SUB-0134,CONS-0653,Weekly,2023-01-07,175,167.65,0.2617950737904015,True,32.8,Medium
SUB-0135,CONS-0293,Weekly,2022-12-31,182,483.88,0.7282739775098355,True,66.7,High
SUB-0136,CONS-0696,Weekly,2023-02-14,137,444.58,0.543395383981832,False,57.0,High
SUB-0137,CONS-0674,Weekly,2023-06-17,14,295.12,0.2375195997421184,False,45.0,Medium
SUB-0138,CONS-0764,Weekly,2023-04-26,66,553.59,0.7277015659218768,False,72.2,High
SUB-0139,CONS-0157,Biweekly,2023-04-15,77,332.14,0.8304194622207416,True,48.9,Medium
SUB-0140,CONS-0778,Weekly,2022-12-14,199,513.78,0.7780331207395852,True,68.2,High
SUB-0141,CONS-0450,Weekly,2023-05-03,59,204.41,0.1545740113693286,True,29.5,Medium
SUB-0142,CONS-0301,Weekly,2023-05-20,42,440.56,0.5417571947233492,True,60.6,High
SUB-0143,CONS-0047,Weekly,2023-06-19,12,453.06,0.7356381911071087,True,66.1,High
