farmer_id,n_reviews,avg_star_rating,avg_predicted_sentiment,quality_risk_flag
FARM-0048,8,3.0,0.4201145399890804,False
FARM-0050,10,3.1,0.3324885331189635,True
FARM-0052,42,3.4285714285714284,0.507567637259047,False
FARM-0053,18,4.055555555555555,0.6441004656779074,False
FARM-0054,1,1.0,0.23221460772009603,False
FARM-0056,12,3.5833333333333335,0.5555400307310584,False
FARM-0058,1,5.0,0.6494034374505385,False
FARM-0060,21,2.857142857142857,0.34706617012107377,True
FARM-0061,9,3.0,0.45675543617684916,False
FARM-0062,31,3.4516129032258065,0.49624339162278697,False
FARM-0063,1,1.0,0.23221460772009603,False
FARM-0064,22,3.590909090909091,0.5385699869450068,False
FARM-0066,11,2.6363636363636362,0.30701916899832093,True
FARM-0067,24,4.125,0.609486452196185,False
FARM-0068,12,2.75,0.36134311233170696,True
FARM-0069,5,3.4,0.5176179146887712,False
FARM-0074,18,3.611111111111111,0.4883167665742769,False
FARM-0075,1,1.0,0.004311618485552403,False
FARM-0077,5,4.0,0.538039248852842,False
FARM-0080,21,2.761904761904762,0.3007355147502445,True
FARM-0081,10,4.3,0.43340975861442466,False
FARM-0083,10,3.8,0.6099288751691534,False
FARM-0084,3,3.6666666666666665,0.5372764202672796,False
FARM-0086,34,3.4411764705882355,0.4702646119038665,False
FARM-0087,5,3.0,0.3116043012130358,True
FARM-0088,10,3.6,0.5900082759109744,False
FARM-0089,2,5.0,0.5752331107251059,False
FARM-0090,2,4.0,0.8595813718601597,False
FARM-0091,1,5.0,0.7228578531920824,False
FARM-0093,68,3.1470588235294117,0.40323055988266393,False
FARM-0094,3,2.6666666666666665,0.2779823734722486,True
FARM-0095,2,5.0,0.7590275015190335,False
FARM-0096,9,4.0,0.5244075073817385,False
FARM-0097,26,3.9615384615384617,0.5147095632345017,False
FARM-0098,6,4.333333333333333,0.5800317078108952,False
FARM-0099,4,3.0,0.5723103413929055,False
FARM-0100,3,2.6666666666666665,0.28225428451817725,True
FARM-0101,2,2.0,0.1930824007493277,False
FARM-0102,9,3.111111111111111,0.4968388386436826,False
FARM-0103,4,4.5,0.737210228103339,False
FARM-0104,19,3.736842105263158,0.4368984941409863,False
FARM-0105,15,4.2,0.49722069161671295,False
FARM-0106,11,4.0,0.6570202888711466,False
FARM-0107,64,3.046875,0.37517224789245057,True
FARM-0108,5,3.8,0.5676436810042157,False
FARM-0109,41,2.707317073170732,0.3360158121396137,True
FARM-0110,57,2.9473684210526314,0.3914593309840075,True
FARM-0111,36,4.222222222222222,0.6100492334952171,False
FARM-0112,5,4.2,0.644105672268771,False
FARM-0114,10,4.5,0.5991271147006295,False
FARM-0115,4,4.0,0.8011369620244246,False
FARM-0116,21,4.238095238095238,0.6432162817133097,False
FARM-0117,24,3.9166666666666665,0.5138240046632242,False
FARM-0118,4,2.75,0.36439078826092486,True
FARM-0119,54,4.2592592592592595,0.6291017664257302,False
FARM-0120,14,2.9285714285714284,0.410319704528978,False
FARM-0121,14,4.142857142857143,0.5418002188882507,False
FARM-0122,5,2.6,0.35471208057085,True
FARM-0123,16,2.9375,0.37296637629634705,True
FARM-0124,1,5.0,0.2710501505934448,False
FARM-0125,27,2.7037037037037037,0.2951545896496553,True
FARM-0126,15,3.6,0.384164547059596,True
FARM-0127,31,3.161290322580645,0.4311997100550052,False
FARM-0128,22,4.409090909090909,0.626430746944502,False
FARM-0129,3,4.666666666666667,0.47383879068121876,False
FARM-0130,6,3.6666666666666665,0.48825049627349876,False
FARM-0132,33,2.909090909090909,0.337392224347992,True
FARM-0133,34,3.235294117647059,0.39436954757614606,True
FARM-0134,8,4.75,0.7084389957658518,False
FARM-0135,36,2.888888888888889,0.3442973194576788,True
FARM-0136,10,2.3,0.35147203169920266,True
FARM-0137,15,3.8666666666666667,0.5700953065100097,False
FARM-0138,22,3.772727272727273,0.5886919164058008,False
FARM-0139,1,3.0,0.26011165671536535,False
FARM-0141,11,4.2727272727272725,0.6433503731355427,False
FARM-0142,52,3.5384615384615383,0.4957961632990258,False
FARM-0143,3,5.0,0.5999565529669167,False
FARM-0144,21,3.0476190476190474,0.40447865911586495,False
FARM-0145,4,3.0,0.40222607905219465,False
FARM-0146,4,3.5,0.6383693081874516,False
FARM-0148,4,3.5,0.45204180723950826,False
FARM-0149,11,4.181818181818182,0.6249655109708608,False
